1673	5	9
1674	5	8
1675	5	10
1676	9	14
1677	14	20
1678	17	26
1679	12	20
1680	5	12
1681	9	16
1682	28	31
1683	5	9
1685	26	30
1686	25	31
1687	5	14
1688	5	9
1689	5	8
1690	10	13
1691	14	19
1692	23	28
1693	16	24
1694	5	9
1695	5	10
1697	13	19
1698	16	22
1699	5	9
1700	19	29
1701	20	27
1702	6	14
1704	25	29
1705	8	11
1706	22	26
1708	13	18
1710	13	19
1711	19	22
1712	25	29
1713	12	18
1714	5	13
1715	9	16
1716	31	37
1717	5	9
1718	19	24
1719	12	20
1720	7	11
1721	15	23
1722	5	9
1723	23	27
1724	28	32
1726	12	16
1727	14	26
1728	16	23
1729	12	16
1730	26	30
1731	20	26
1732	21	26
1733	11	20
1734	16	19
1735	5	9
1736	37	42
1737	9	14
1739	17	21
1740	20	23
1741	5	11
1742	29	32
1744	9	16
1745	9	16
1746	19	24
1747	32	38
1748	18	25
1749	9	16
1750	17	27
1751	29	33
1752	27	34
1753	13	20
1754	13	20
1755	13	23
1756	16	20
1757	13	19
1758	23	28
1759	11	18
1762	12	16
1763	15	23
1764	11	19
1766	29	36
1767	24	31
1768	8	14
1769	11	16
1770	29	40
1771	9	14
1772	24	27
1773	37	42
1774	10	14
1775	10	15
1776	5	9
1777	39	45
1778	14	20
1779	27	31
1780	20	27
1781	5	9
1782	18	23
1783	5	12
1784	23	27
1785	5	9
1787	25	33
1788	10	16
1789	12	16
1790	5	12
1791	18	21
1793	35	43
1794	20	23
1795	21	28
1796	9	15
1797	14	20
1798	8	17
1799	17	27
1800	6	15
1801	22	26
1802	16	22
1803	46	57
1804	6	11
1805	16	25
1806	25	35
1807	12	17
1808	5	11
1809	24	30
1810	22	27
1811	9	19
1812	13	17
1813	28	34
1814	5	9
1815	25	33
1818	16	20
1819	31	38
1820	17	29
1821	13	23
1822	12	19
1823	5	11
1824	3	11
1825	5	9
1826	6	10
1827	14	20
1828	29	33
1829	20	25
1830	5	9
1831	12	16
1833	17	22
1834	6	14
1835	30	35
1836	5	10
1837	5	9
1838	13	17
1839	5	12
1840	18	22
1843	8	13
1844	25	28
1845	5	13
1846	26	32
1847	26	30
1848	13	17
1849	12	20
1850	30	34
1851	6	13
1852	15	19
1853	28	34
1855	16	21
1856	5	9
1857	12	18
1858	25	32
1859	5	11
1861	15	20
1862	12	15
1863	0	3
1864	14	21
1865	18	22
1866	5	9
1867	7	12
1870	5	12
1871	9	16
1872	12	17
1873	12	17
1874	13	19
1876	30	33
1878	5	9
1879	8	16
1880	14	19
1881	23	27
1882	5	16
1883	22	27
1884	13	16
1885	5	13
1886	27	33
1888	5	9
1889	19	26
1890	11	17
1891	36	44
1892	11	19
1894	19	24
1895	12	22
1896	13	22
1897	12	16
1898	5	9
1899	5	9
1900	5	12
1903	9	13
1904	26	31
1906	21	26
1908	12	22
1909	5	13
1910	9	16
1911	12	16
1912	9	13
1914	5	9
1916	5	9
1918	13	20
1919	11	15
1920	10	14
1921	17	22
1922	19	24
1925	32	36
1926	18	25
1927	15	25
1928	14	19
1929	5	9
1930	5	9
1931	16	23
1932	34	37
1934	12	16
1935	5	10
1936	9	16
1937	33	39
1938	9	15
1939	8	16
1941	5	13
1943	12	16
1944	16	26
1945	15	21
1946	5	8
1947	5	12
1948	12	16
1949	12	20
1950	25	34
1952	14	22
1953	13	18
1954	5	12
1956	5	12
1958	15	19
1959	10	12
1960	13	21
1961	5	13
1962	5	12
1965	5	12
1966	13	17
1967	5	10
1968	5	10
1969	10	14
1970	21	28
1971	5	9
1973	5	11
1974	17	24
1975	8	17
1976	12	17
1978	15	18
1980	15	19
1981	30	34
1982	5	10
1983	27	36
1984	9	15
1985	24	28
1986	5	9
1989	17	24
1991	26	30
1992	15	18
1993	18	27
1994	28	34
1995	5	15
1996	5	9
1997	53	58
1998	17	21
1999	12	17
2000	9	14
2001	10	14
2003	15	23
2004	21	26
2005	27	34
2007	9	14
2009	5	11
2010	5	11
2011	18	20
2012	14	21
2013	9	16
2015	5	13
2016	12	16
2017	5	12
2018	9	13
2020	9	13
2021	34	38
2022	13	17
2023	5	14
2025	51	57
2026	19	27
2027	12	19
2028	21	27
2029	19	24
2030	35	43
2032	31	36
2033	9	14
2035	9	17
2036	9	17
2037	21	25
2038	16	21
2039	5	12
2040	14	19
2044	5	11
2045	13	17
2047	13	20
2048	9	12
2049	5	14
2050	15	19
2052	5	11
2053	5	8
2055	5	12
2056	5	9
2057	9	17
2058	12	17
2059	24	28
2061	11	15
2062	9	13
2064	5	12
2065	17	22
2066	8	15
2067	15	20
2068	5	11
2069	29	34
2070	5	9
2071	9	16
2072	16	19
2073	20	26
2074	24	31
2075	5	9
2076	5	12
2077	15	18
2078	8	14
2080	11	17
2083	5	10
2084	14	18
2085	13	17
2086	12	17
2087	14	18
2088	9	14
2089	18	24
2090	18	23
2091	22	26
2092	13	22
2093	6	10
2094	9	12
2098	5	11
2099	12	16
2100	9	15
2101	5	12
2102	14	22
2103	17	24
2104	13	22
2105	5	12
2106	22	26
2107	12	20
2109	13	17
2110	30	34
2111	9	14
2115	17	25
2116	17	23
2117	5	12
2119	25	33
2120	28	35
2121	5	11
2122	18	22
2123	14	20
2124	5	17
2127	5	12
2128	12	19
2129	14	18
2131	11	16
2133	17	24
2134	40	44
2135	21	26
2136	9	14
2139	5	8
2140	5	8
2141	9	17
2143	13	22
2145	23	30
2149	22	28
2151	5	14
2152	19	23
2153	5	9
2154	8	11
2155	5	12
2156	20	27
2159	28	33
2160	17	28
2161	12	20
2164	24	27
2165	5	9
2167	13	20
2168	5	12
2169	5	8
2170	47	52
2171	11	18
2173	22	26
2175	5	12
2176	18	25
2178	16	20
2179	12	17
2181	9	15
2182	15	22
2184	15	19
2185	21	26
2186	13	25
2187	16	21
2188	20	25
2189	5	11
2190	5	12
2191	5	9
2192	16	17
2193	9	13
2194	15	19
2195	23	27
2196	5	10
2197	12	16
2198	12	16
2199	5	9
2200	13	16
2202	9	22
2204	5	10
2205	17	25
2209	12	16
2210	9	14
2211	29	32
2212	13	19
2214	5	12
2215	28	34
2216	15	20
2217	5	12
2218	5	12
2219	15	21
2223	19	25
2225	12	19
2226	9	17
2227	22	27
2228	5	12
2230	5	8
2231	10	14
2232	5	13
2233	21	25
2235	20	28
2236	5	12
2237	5	10
2238	16	20
2239	5	11
2240	33	36
2241	22	29
2242	5	13
2244	11	15
2246	5	9
2247	11	17
2248	9	16
2249	20	25
2251	22	28
2252	5	12
2254	41	48
2255	31	37
2257	20	27
2260	21	28
2261	5	12
2262	27	31
2263	20	24
2264	12	17
2265	17	23
2266	5	14
2268	5	15
2269	14	21
2270	8	15
2271	5	10
2272	22	30
2273	6	14
2275	22	27
2276	16	21
2277	9	16
2278	13	17
2280	9	14
2281	14	23
2282	5	10
2283	24	28
2284	13	20
2285	26	30
2286	18	23
2288	5	11
2289	5	14
2290	13	18
2292	24	30
2293	17	20
2294	5	14
2295	50	56
2296	14	22
2297	31	35
2299	9	12
2300	5	12
2301	5	13
2302	30	34
2303	20	25
2305	30	33
2306	21	28
2307	40	49
2309	9	16
2310	18	24
2311	30	34
2312	9	18
2313	21	26
2315	9	18
2317	5	9
2318	5	15
2319	12	20
2320	19	21
2323	14	22
2325	19	28
2326	33	38
2328	5	10
2329	9	16
2330	5	10
2331	5	12
2333	43	47
2334	34	44
2335	14	20
2336	9	15
2337	15	20
2338	13	20
2339	13	19
2340	5	15
2341	16	20
2342	35	41
2344	5	9
2347	15	22
2350	22	27
2351	16	26
2352	5	13
2353	27	33
2354	13	18
2355	27	36
2356	5	15
2357	5	9
2358	28	35
2359	5	12
2360	12	16
2361	5	12
2362	18	22
2364	29	35
2365	5	9
2367	27	35
2370	26	30
2371	5	9
2375	5	9
2376	11	15
2377	5	12
2378	12	18
2379	23	27
2380	12	16
2381	18	30
2382	5	12
2383	14	20
2384	12	22
2386	14	21
2387	5	12
2388	12	18
2390	13	18
2391	5	14
2392	17	22
2393	11	15
